".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif"
"between","Dfb","EF",650,348,77001.5,8.91e-17,5.7e-15,"****"
"between","Dfb","ET",650,536,127818.5,2.77e-15,1.72e-13,"****"
"between","Dfc","Dwb",636,608,300841.5,1.33e-64,1.58e-62,"****"
"between","Dfc","Dwc",636,640,276437,1.58e-28,1.33e-26,"****"
"between","Dfc","EF",636,348,99091,0.007,0.179,"ns"
"between","Dfc","ET",636,536,166450,0.489,1,"ns"
"between","Dwb","Dwc",608,640,154843,4.35e-10,2.31e-08,"****"
"between","Dwb","EF",608,348,44371,1.51e-50,1.6e-48,"****"
"between","Dwb","ET",608,536,71850,5.49e-60,6.2e-58,"****"
"between","Dwc","EF",640,348,65300.5,5.89e-27,4.65e-25,"****"
"between","Dwc","ET",640,536,108177.5,9.25e-28,7.49e-26,"****"
"between","EF","ET",348,536,101085,0.035,0.771,"ns"
"close","Af","Am",643,556,169894,0.138,1,"ns"
"close","Af","Aw",643,608,170349,8.37e-05,0.004,"**"
"close","Af","BSh",643,425,147523,0.027,0.575,"ns"
"close","Af","BSk",643,537,261812,8.15e-53,1.14e-50,"****"
"close","Af","BWh",643,136,64599,2.03e-18,1.83e-16,"****"
"close","Af","BWk",643,140,39682,0.028,0.575,"ns"
"close","Af","Cfa",643,653,88551,1.38e-72,2.14e-70,"****"
"close","Af","Cfb",643,653,161138,4.35e-13,3.18e-11,"****"
"close","Af","Csa",643,172,24797,9.81e-29,1.08e-26,"****"
"close","Af","Csb",643,645,220752,0.045,0.853,"ns"
"close","Af","Cwb",643,434,91920,1.93e-21,1.93e-19,"****"
"close","Af","Dfa",643,646,58358,1.29e-110,2.15e-108,"****"
"close","Af","Dfb",643,650,200562,0.21,1,"ns"
"close","Af","Dfc",643,636,194282,0.123,1,"ns"
"close","Af","Dwb",643,608,212645,0.007,0.208,"ns"
"close","Af","Dwc",643,640,105838,3.05e-51,4.18e-49,"****"
"close","Af","EF",643,348,179007,6.52e-55,9.32e-53,"****"
"close","Af","ET",643,536,245242,5.42e-36,6.56e-34,"****"
"close","Am","Aw",556,608,154529,0.011,0.285,"ns"
"close","Am","BSh",556,425,131358,0.003,0.093,"ns"
"close","Am","BSk",556,537,230687,7.04e-55,1e-52,"****"
"close","Am","BWh",556,136,56679,1.71e-19,1.61e-17,"****"
"close","Am","BWk",556,140,35860,0.15,1,"ns"
"close","Am","Cfa",556,653,84610,9.43e-58,1.39e-55,"****"
"close","Am","Cfb",556,653,146749,8.98e-09,5.3e-07,"****"
"close","Am","Csa",556,172,23817,2.36e-23,2.45e-21,"****"
"close","Am","Csb",556,645,197835,0.002,0.074,"ns"
"close","Am","Cwb",556,434,84498,5.55e-16,4.5e-14,"****"
"close","Am","Dfa",556,646,59035,9.02e-90,1.46e-87,"****"
"close","Am","Dfb",556,650,179473,0.839,1,"ns"
"close","Am","Dfc",556,636,175959,0.886,1,"ns"
"close","Am","Dwb",556,608,189712,0.000305,0.013,"*"
"close","Am","Dwc",556,640,99469,1.35e-39,1.69e-37,"****"
"close","Am","EF",556,348,157340,1.15e-56,1.68e-54,"****"
"close","Am","ET",556,536,217197,3.86e-39,4.79e-37,"****"
"close","Aw","BSh",608,425,149690,1.41e-05,0.000691,"***"
"close","Aw","BSk",608,537,256966,3.23e-63,4.91e-61,"****"
"close","Aw","BWh",608,136,62658,5.11e-21,5.06e-19,"****"
"close","Aw","BWk",608,140,41400,0.615,1,"ns"
"close","Aw","Cfa",608,653,105258,3.27e-47,4.38e-45,"****"
"close","Aw","Cfb",608,653,176956,0.00085,0.034,"*"
"close","Aw","Csa",608,172,28056,1.57e-20,1.54e-18,"****"
"close","Aw","Csb",608,645,225716,3.67e-06,0.000187,"***"
"close","Aw","Cwb",608,434,100178,3.33e-11,2.2e-09,"****"
"close","Aw","Dfa",608,646,71989,6.48e-84,1.03e-81,"****"
"close","Aw","Dfb",608,650,206875,0.15,1,"ns"
"close","Aw","Dfc",608,636,202798,0.136,1,"ns"
"close","Aw","Dwb",608,608,216498,2.32e-07,1.32e-05,"****"
"close","Aw","Dwc",608,640,121179,9.26e-31,1.08e-28,"****"
"close","Aw","EF",608,348,173756,1.74e-61,2.61e-59,"****"
"close","Aw","ET",608,536,240862,2.28e-44,2.99e-42,"****"
"close","BSh","BSk",425,537,144475,1.3e-12,9.23e-11,"****"
"close","BSh","BWh",425,136,38662,2.97e-09,1.78e-07,"****"
"close","BSh","BWk",425,140,24997,0.005,0.146,"ns"
"close","BSh","Cfa",425,653,73810,1.19e-38,1.46e-36,"****"
"close","BSh","Cfb",425,653,106907,1.81e-10,1.16e-08,"****"
"close","BSh","Csa",425,172,19486,3.88e-19,3.57e-17,"****"
"close","BSh","Csb",425,645,130957,0.217,1,"ns"
"close","BSh","Cwb",425,434,64580,2.88e-14,2.22e-12,"****"
"close","BSh","Dfa",425,646,56593,1.14e-59,1.69e-57,"****"
"close","BSh","Dfb",425,650,124855,0.008,0.215,"ns"
"close","BSh","Dfc",425,636,118460,0.000644,0.027,"*"
"close","BSh","Dwb",425,608,128528,0.887,1,"ns"
"close","BSh","Dwc",425,640,80354,1.04e-29,1.16e-27,"****"
"close","BSh","EF",425,348,97520,2.33e-14,1.82e-12,"****"
"close","BSh","ET",425,536,134107,2.26e-06,0.000122,"***"
"close","BSk","BWh",537,136,43190,0.000984,0.038,"*"
"close","BSk","BWk",537,140,19741,4.71e-18,4.05e-16,"****"
"close","BSk","Cfa",537,653,34854,2.52e-125,4.28e-123,"****"
"close","BSk","Cfb",537,653,65381,1.6e-77,2.51e-75,"****"
"close","BSk","Csa",537,172,10474,1.13e-52,1.57e-50,"****"
"close","BSk","Csb",537,645,110230,4.61e-27,5.02e-25,"****"
"close","BSk","Cwb",537,434,44716,2.3e-61,3.43e-59,"****"
"close","BSk","Dfa",537,646,22931,5.7e-146,9.75e-144,"****"
"close","BSk","Dfb",537,650,106993,1.52e-30,1.76e-28,"****"
"close","BSk","Dfc",537,636,87496,4.78e-47,6.36e-45,"****"
"close","BSk","Dwb",537,608,114429,2.28e-18,2.03e-16,"****"
"close","BSk","Dwc",537,640,42338,4.09e-110,6.79e-108,"****"
"close","BSk","EF",537,348,101880,0.023,0.508,"ns"
"close","BSk","ET",537,536,130077,0.006,0.192,"ns"
"close","BWh","BWk",136,140,4988,8.18e-12,5.64e-10,"****"
"close","BWh","Cfa",136,653,14210,8.77e-36,1.05e-33,"****"
"close","BWh","Cfb",136,653,19873,3.48e-24,3.65e-22,"****"
"close","BWh","Csa",136,172,3769,1.73e-24,1.85e-22,"****"
"close","BWh","Csb",136,645,25726,3.34e-14,2.54e-12,"****"
"close","BWh","Cwb",136,434,12881,3.29e-23,3.39e-21,"****"
"close","BWh","Dfa",136,646,11228,1.83e-42,2.36e-40,"****"
"close","BWh","Dfb",136,650,25177,2.78e-15,2.2e-13,"****"
"close","BWh","Dfc",136,636,22613,2.3e-18,2.03e-16,"****"
"close","BWh","Dwb",136,608,26480,5.38e-11,3.5e-09,"****"
"close","BWh","Dwc",136,640,15256,1.11e-32,1.32e-30,"****"
"close","BWh","EF",136,348,20300,0.015,0.36,"ns"
"close","BWh","ET",136,536,27017,3.1e-06,0.000161,"***"
"close","BWk","Cfa",140,653,30217,2.99e-10,1.88e-08,"****"
"close","BWk","Cfb",140,653,43102,0.289,1,"ns"
"close","BWk","Csa",140,172,7804,9.07e-08,5.26e-06,"****"
"close","BWk","Csb",140,645,51386,0.01,0.278,"ns"
"close","BWk","Cwb",140,434,25685,0.006,0.184,"ns"
"close","BWk","Dfa",140,646,23135,1.21e-19,1.15e-17,"****"
"close","BWk","Dfb",140,650,48788,0.18,1,"ns"
"close","BWk","Dfc",140,636,47119,0.279,1,"ns"
"close","BWk","Dwb",140,608,49596,0.002,0.082,"ns"
"close","BWk","Dwc",140,640,32625,4.62e-07,2.59e-05,"****"
"close","BWk","EF",140,348,37217,7.21e-20,6.92e-18,"****"
"close","BWk","ET",140,536,51959,2.26e-12,1.58e-10,"****"
"close","Cfa","Cfb",653,653,290705,5.76e-30,6.51e-28,"****"
"close","Cfa","Csa",653,172,53901,0.417,1,"ns"
"close","Cfa","Csb",653,645,314969,6.67e-54,9.4e-52,"****"
"close","Cfa","Cwb",653,434,167025,5.86e-07,3.22e-05,"****"
"close","Cfa","Dfa",653,646,165243,1.41e-11,9.59e-10,"****"
"close","Cfa","Dfb",653,650,298461,6.09e-37,7.43e-35,"****"
"close","Cfa","Dfc",653,636,300277,1.08e-43,1.4e-41,"****"
"close","Cfa","Dwb",653,608,297144,1.33e-52,1.84e-50,"****"
"close","Cfa","Dwc",653,640,226093,0.011,0.278,"ns"
"close","Cfa","EF",653,348,207289,1.47e-102,2.43e-100,"****"
"close","Cfa","ET",653,536,298919,3.28e-98,5.38e-96,"****"
"close","Cfb","Csa",653,172,35374,7.73e-14,5.72e-12,"****"
"close","Cfb","Csb",653,645,258994,7.6e-13,5.47e-11,"****"
"close","Cfb","Cwb",653,434,121218,5.33e-05,0.003,"**"
"close","Cfb","Dfa",653,646,97544,3.97e-63,5.99e-61,"****"
"close","Cfb","Dfb",653,650,239244,6.94e-05,0.003,"**"
"close","Cfb","Dfc",653,636,236856,1.24e-05,0.00062,"***"
"close","Cfb","Dwb",653,608,247106,5.47e-14,4.1e-12,"****"
"close","Cfb","Dwc",653,640,152116,2.51e-17,2.11e-15,"****"
"close","Cfb","EF",653,348,191339,3.38e-71,5.21e-69,"****"
"close","Cfb","ET",653,536,268004,3.91e-56,5.67e-54,"****"
"close","Csa","Csb",172,645,82581,6.3e-23,6.43e-21,"****"
"close","Csa","Cwb",172,434,44943,8.83e-05,0.004,"**"
"close","Csa","Dfa",172,646,46343,0.000822,0.034,"*"
"close","Csa","Dfb",172,650,79153,4.57e-17,3.79e-15,"****"
"close","Csa","Dfc",172,636,79135,2.28e-19,2.12e-17,"****"
"close","Csa","Dwb",172,608,77983,6.93e-23,7e-21,"****"
"close","Csa","Dwc",172,640,61359,0.021,0.476,"ns"
"close","Csa","EF",172,348,53849,8.27e-50,1.12e-47,"****"
"close","Csa","ET",172,536,77664,1.1e-41,1.41e-39,"****"
"close","Csb","Cwb",645,434,97889,5.17e-17,4.24e-15,"****"
"close","Csb","Dfa",645,646,78227,4.73e-84,7.57e-82,"****"
"close","Csb","Dfb",645,650,197740,0.077,1,"ns"
"close","Csb","Dfc",645,636,184534,0.002,0.071,"ns"
"close","Csb","Dwb",645,608,203658,0.237,1,"ns"
"close","Csb","Dwc",645,640,117726,1.51e-40,1.92e-38,"****"
"close","Csb","EF",645,348,160856,1.71e-29,1.9e-27,"****"
"close","Csb","ET",645,536,219322,1.7e-15,1.36e-13,"****"
"close","Cwb","Dfa",434,646,88900,1.9e-24,2.01e-22,"****"
"close","Cwb","Dfb",434,650,172624,4.06e-10,2.52e-08,"****"
"close","Cwb","Dfc",434,636,171148,2.46e-11,1.65e-09,"****"
"close","Cwb","Dwb",434,608,173727,2.63e-18,2.29e-16,"****"
"close","Cwb","Dwc",434,640,124373,0.004,0.124,"ns"
"close","Cwb","EF",434,348,124715,2.35e-55,3.38e-53,"****"
"close","Cwb","ET",434,536,177307,6.81e-45,8.99e-43,"****"
"close","Dfa","Dfb",646,650,325656,4.07e-66,6.23e-64,"****"
"close","Dfa","Dfc",646,636,328158,1.49e-76,2.32e-74,"****"
"close","Dfa","Dwb",646,608,317389,1.67e-79,2.64e-77,"****"
"close","Dfa","Dwc",646,640,266113,4.7e-19,4.28e-17,"****"
"close","Dfa","EF",646,348,210913,3.15e-115,5.29e-113,"****"
"close","Dfa","ET",646,536,308540,7.79e-119,1.32e-116,"****"
"close","Dfb","Dfc",650,636,201784,0.46,1,"ns"
"close","Dfb","Dwb",650,608,216316,0.004,0.124,"ns"
"close","Dfb","Dwc",650,640,137323,4.35e-26,4.7e-24,"****"
"close","Dfb","EF",650,348,162663,3.27e-30,3.73e-28,"****"
"close","Dfb","ET",650,536,224939,5.48e-18,4.66e-16,"****"
"close","Dfc","Dwb",636,608,217832,0.000111,0.005,"**"
"close","Dfc","Dwc",636,640,128066,1.99e-30,2.29e-28,"****"
"close","Dfc","EF",636,348,172376,1.66e-47,2.24e-45,"****"
"close","Dfc","ET",636,536,237239,5.83e-31,6.88e-29,"****"
"close","Dwb","Dwc",608,640,110283,4.98e-40,6.27e-38,"****"
"close","Dwb","EF",608,348,143725,2.6e-20,2.52e-18,"****"
"close","Dwb","ET",608,536,196836,1.22e-09,7.44e-08,"****"
"close","Dwc","EF",640,348,198885,9.28e-93,1.51e-90,"****"
"close","Dwc","ET",640,536,284926,4.06e-85,6.54e-83,"****"
"close","EF","ET",348,536,75824,2.58e-06,0.000137,"***"
"eigenv","Af","Am",643,556,164040,0.014,0.848,"ns"
"eigenv","Af","Aw",643,609,198463,0.676,1,"ns"
"eigenv","Af","BSh",643,425,158021,1.47e-05,0.001,"**"
"eigenv","Af","BSk",643,537,189142,0.005,0.308,"ns"
"eigenv","Af","BWh",643,152,69209,1.37e-15,1.99e-13,"****"
"eigenv","Af","BWk",643,161,77986,2.49e-23,4.21e-21,"****"
"eigenv","Af","Cfa",643,653,211447,0.823,1,"ns"
"eigenv","Af","Cfb",643,653,208036,0.778,1,"ns"
"eigenv","Af","Csa",643,199,91474,4.7e-20,7.52e-18,"****"
"eigenv","Af","Csb",643,645,259476,5.86e-15,8.38e-13,"****"
"eigenv","Af","Cwb",643,434,161933,7.67e-06,0.00079,"***"
"eigenv","Af","Dfa",643,652,240292,5.15e-06,0.000546,"***"
"eigenv","Af","Dfb",643,650,219974,0.101,1,"ns"
"eigenv","Af","Dfc",643,636,220107,0.018,1,"ns"
"eigenv","Af","Dwb",643,608,221243,5.46e-05,0.005,"**"
"eigenv","Af","Dwc",643,640,230159,0.000236,0.02,"*"
"eigenv","Af","EF",643,348,106679,0.226,1,"ns"
"eigenv","Af","ET",643,536,175934,0.535,1,"ns"
"eigenv","Am","Aw",556,609,184627,0.008,0.476,"ns"
"eigenv","Am","BSh",556,425,144799,1.36e-09,1.66e-07,"****"
"eigenv","Am","BSk",556,537,174300,1.63e-06,0.000178,"***"
"eigenv","Am","BWh",556,152,61776,2.43e-18,3.74e-16,"****"
"eigenv","Am","BWk",556,161,68757,3.41e-25,5.83e-23,"****"
"eigenv","Am","Cfa",556,653,195826,0.018,1,"ns"
"eigenv","Am","Cfb",556,653,192945,0.059,1,"ns"
"eigenv","Am","Csa",556,199,81886,8.2e-24,1.39e-21,"****"
"eigenv","Am","Csb",556,645,237142,4.96e-22,8.18e-20,"****"
"eigenv","Am","Cwb",556,434,147672,1.42e-09,1.72e-07,"****"
"eigenv","Am","Dfa",556,652,220582,7.66e-11,9.58e-09,"****"
"eigenv","Am","Dfb",556,650,204386,8.55e-05,0.008,"**"
"eigenv","Am","Dfc",556,636,203023,9.81e-06,0.001,"**"
"eigenv","Am","Dwb",556,608,202884,3.41e-09,3.99e-07,"****"
"eigenv","Am","Dwc",556,640,210951,2.95e-08,3.39e-06,"****"
"eigenv","Am","EF",556,348,99082,0.541,1,"ns"
"eigenv","Am","ET",556,536,164514,0.003,0.207,"ns"
"eigenv","Aw","BSh",609,425,148193,7.04e-05,0.006,"**"
"eigenv","Aw","BSk",609,537,176684,0.018,1,"ns"
"eigenv","Aw","BWh",609,152,65048,1e-14,1.41e-12,"****"
"eigenv","Aw","BWk",609,161,73532,1.61e-22,2.67e-20,"****"
"eigenv","Aw","Cfa",609,653,198110,0.91,1,"ns"
"eigenv","Aw","Cfb",609,653,195015,0.555,1,"ns"
"eigenv","Aw","Csa",609,199,85836,1.04e-18,1.63e-16,"****"
"eigenv","Aw","Csb",609,645,242122,9.81e-13,1.31e-10,"****"
"eigenv","Aw","Cwb",609,434,151685,4.64e-05,0.004,"**"
"eigenv","Aw","Dfa",609,652,224763,4.93e-05,0.005,"**"
"eigenv","Aw","Dfb",609,650,205773,0.224,1,"ns"
"eigenv","Aw","Dfc",609,636,205835,0.055,1,"ns"
"eigenv","Aw","Dwb",609,608,207215,0.000316,0.026,"*"
"eigenv","Aw","Dwc",609,640,215586,0.001,0.089,"ns"
"eigenv","Aw","EF",609,348,100168,0.159,1,"ns"
"eigenv","Aw","ET",609,536,164507,0.817,1,"ns"
"eigenv","BSh","BSk",425,537,106355,0.07,1,"ns"
"eigenv","BSh","BWh",425,152,42049,3.27e-08,3.73e-06,"****"
"eigenv","BSh","BWk",425,161,49307,1.58e-16,2.34e-14,"****"
"eigenv","BSh","Cfa",425,653,119190,8.93e-05,0.008,"**"
"eigenv","BSh","Cfb",425,653,117270,1.69e-05,0.002,"**"
"eigenv","BSh","Csa",425,199,55211,7.4e-10,9.18e-08,"****"
"eigenv","BSh","Csb",425,645,147521,0.034,1,"ns"
"eigenv","BSh","Cwb",425,434,93103,0.809,1,"ns"
"eigenv","BSh","Dfa",425,652,137435,0.823,1,"ns"
"eigenv","BSh","Dfb",425,650,123876,0.004,0.281,"ns"
"eigenv","BSh","Dfc",425,636,124374,0.028,1,"ns"
"eigenv","BSh","Dwb",425,608,125939,0.49,1,"ns"
"eigenv","BSh","Dwc",425,640,131465,0.356,1,"ns"
"eigenv","BSh","EF",425,348,59748,4.27e-06,0.000461,"***"
"eigenv","BSh","ET",425,536,97662,0.000145,0.012,"*"
"eigenv","BSk","BWh",537,152,54984,6.09e-11,7.67e-09,"****"
"eigenv","BSk","BWk",537,161,63486,1.77e-19,2.81e-17,"****"
"eigenv","BSk","Cfa",537,653,161493,0.019,1,"ns"
"eigenv","BSk","Cfb",537,653,159298,0.007,0.428,"ns"
"eigenv","BSk","Csa",537,199,72439,1.18e-13,1.62e-11,"****"
"eigenv","BSk","Csb",537,645,198218,1.83e-05,0.002,"**"
"eigenv","BSk","Cwb",537,434,125292,0.044,1,"ns"
"eigenv","BSk","Dfa",537,652,184393,0.113,1,"ns"
"eigenv","BSk","Dfb",537,650,167240,0.215,1,"ns"
"eigenv","BSk","Dfc",537,636,168268,0.666,1,"ns"
"eigenv","BSk","Dwb",537,608,169895,0.234,1,"ns"
"eigenv","BSk","Dwc",537,640,177110,0.364,1,"ns"
"eigenv","BSk","EF",537,348,81551,0.001,0.104,"ns"
"eigenv","BSk","ET",537,536,132703,0.027,1,"ns"
"eigenv","BWh","BWk",152,161,14571,0.004,0.24,"ns"
"eigenv","BWh","Cfa",152,653,30009,3e-14,4.14e-12,"****"
"eigenv","BWh","Cfb",152,653,29486,6.15e-15,8.73e-13,"****"
"eigenv","BWh","Csa",152,199,15630,0.592,1,"ns"
"eigenv","BWh","Csb",152,645,36661,1.3e-06,0.000143,"***"
"eigenv","BWh","Cwb",152,434,23519,1.37e-07,1.53e-05,"****"
"eigenv","BWh","Dfa",152,652,34921,1.39e-08,1.61e-06,"****"
"eigenv","BWh","Dfb",152,650,30854,5.49e-13,7.41e-11,"****"
"eigenv","BWh","Dfc",152,636,31091,7.92e-12,1.02e-09,"****"
"eigenv","BWh","Dwb",152,608,31622,1.69e-09,2.03e-07,"****"
"eigenv","BWh","Dwc",152,640,33216,1.18e-09,1.45e-07,"****"
"eigenv","BWh","EF",152,348,15053,1.75e-14,2.45e-12,"****"
"eigenv","BWh","ET",152,536,24191,2.02e-14,2.81e-12,"****"
"eigenv","BWk","Cfa",161,653,26311,8.74e-23,1.46e-20,"****"
"eigenv","BWk","Cfb",161,653,26057,3.39e-23,5.7e-21,"****"
"eigenv","BWk","Csa",161,199,14217,0.066,1,"ns"
"eigenv","BWk","Csb",161,645,30745,1.11e-15,1.62e-13,"****"
"eigenv","BWk","Cwb",161,434,19862,5.87e-16,8.63e-14,"****"
"eigenv","BWk","Dfa",161,652,29968,3.22e-17,4.83e-15,"****"
"eigenv","BWk","Dfb",161,650,27051,2.15e-21,3.5e-19,"****"
"eigenv","BWk","Dfc",161,636,26956,1.55e-20,2.5e-18,"****"
"eigenv","BWk","Dwb",161,608,27057,2.48e-18,3.79e-16,"****"
"eigenv","BWk","Dwc",161,640,28528,1.93e-18,3.01e-16,"****"
"eigenv","BWk","EF",161,348,13367,2.28e-21,3.69e-19,"****"
"eigenv","BWk","ET",161,536,21576,6.07e-22,9.95e-20,"****"
"eigenv","Cfa","Cfb",653,653,210582,0.7,1,"ns"
"eigenv","Cfa","Csa",653,199,91599,1.95e-18,3.02e-16,"****"
"eigenv","Cfa","Csb",653,645,256970,6.49e-12,8.44e-10,"****"
"eigenv","Cfa","Cwb",653,434,161969,6.38e-05,0.006,"**"
"eigenv","Cfa","Dfa",653,652,240078,6.45e-05,0.006,"**"
"eigenv","Cfa","Dfb",653,650,221238,0.184,1,"ns"
"eigenv","Cfa","Dfc",653,636,220705,0.051,1,"ns"
"eigenv","Cfa","Dwb",653,608,221406,0.000396,0.032,"*"
"eigenv","Cfa","Dwc",653,640,230431,0.001,0.104,"ns"
"eigenv","Cfa","EF",653,348,107987,0.196,1,"ns"
"eigenv","Cfa","ET",653,536,177156,0.715,1,"ns"
"eigenv","Cfb","Csa",653,199,92363,2.03e-19,3.21e-17,"****"
"eigenv","Cfb","Csb",653,645,260132,2.19e-13,2.98e-11,"****"
"eigenv","Cfb","Cwb",653,434,163675,1.46e-05,0.001,"**"
"eigenv","Cfb","Dfa",653,652,243432,7.17e-06,0.000746,"***"
"eigenv","Cfb","Dfb",653,650,224545,0.07,1,"ns"
"eigenv","Cfb","Dfc",653,636,223625,0.017,0.991,"ns"
"eigenv","Cfb","Dwb",653,608,223959,8.21e-05,0.007,"**"
"eigenv","Cfb","Dwc",653,640,233312,0.000286,0.023,"*"
"eigenv","Cfb","EF",653,348,109098,0.299,1,"ns"
"eigenv","Cfb","ET",653,536,179777,0.418,1,"ns"
"eigenv","Csa","Csb",199,645,48204,1.08e-07,1.22e-05,"****"
"eigenv","Csa","Cwb",199,434,30504,2.93e-09,3.46e-07,"****"
"eigenv","Csa","Dfa",199,652,44956,5.3e-11,6.73e-09,"****"
"eigenv","Csa","Dfb",199,650,39636,1.32e-16,1.97e-14,"****"
"eigenv","Csa","Dfc",199,636,40062,5.3e-15,7.63e-13,"****"
"eigenv","Csa","Dwb",199,608,40999,8.45e-12,1.08e-09,"****"
"eigenv","Csa","Dwc",199,640,43001,4.34e-12,5.69e-10,"****"
"eigenv","Csa","EF",199,348,19301,6.86e-18,1.04e-15,"****"
"eigenv","Csa","ET",199,536,31101,3.58e-18,5.44e-16,"****"
"eigenv","Csb","Cwb",645,434,132042,0.114,1,"ns"
"eigenv","Csb","Dfa",645,652,192183,0.007,0.469,"ns"
"eigenv","Csb","Dfb",645,650,169080,1.69e-09,2.03e-07,"****"
"eigenv","Csb","Dfc",645,636,172251,6.92e-07,7.68e-05,"****"
"eigenv","Csb","Dwb",645,608,176722,0.002,0.182,"ns"
"eigenv","Csb","Dwc",645,640,184648,0.001,0.083,"ns"
"eigenv","Csb","EF",645,348,82346,4.2e-12,5.54e-10,"****"
"eigenv","Csb","ET",645,536,131998,2.52e-12,3.35e-10,"****"
"eigenv","Cwb","Dfa",434,652,138870,0.606,1,"ns"
"eigenv","Cwb","Dfb",434,650,125712,0.002,0.177,"ns"
"eigenv","Cwb","Dfc",434,636,126178,0.017,0.992,"ns"
"eigenv","Cwb","Dwb",434,608,127423,0.346,1,"ns"
"eigenv","Cwb","Dwc",434,640,133258,0.26,1,"ns"
"eigenv","Cwb","EF",434,348,61255,5.55e-06,0.000583,"***"
"eigenv","Cwb","ET",434,536,99339,9.15e-05,0.008,"**"
"eigenv","Dfa","Dfb",652,650,191974,0.003,0.232,"ns"
"eigenv","Dfa","Dfc",652,636,192885,0.03,1,"ns"
"eigenv","Dfa","Dwb",652,608,195224,0.644,1,"ns"
"eigenv","Dfa","Dwc",652,640,203918,0.481,1,"ns"
"eigenv","Dfa","EF",652,348,93559,4.84e-06,0.000518,"***"
"eigenv","Dfa","ET",652,536,152255,0.000133,0.011,"*"
"eigenv","Dfb","Dfc",650,636,211447,0.476,1,"ns"
"eigenv","Dfb","Dwb",650,608,213366,0.014,0.864,"ns"
"eigenv","Dfb","Dwc",650,640,221983,0.037,1,"ns"
"eigenv","Dfb","EF",650,348,102328,0.013,0.812,"ns"
"eigenv","Dfb","ET",650,536,168392,0.323,1,"ns"
"eigenv","Dfc","Dwb",636,608,204131,0.089,1,"ns"
"eigenv","Dfc","Dwc",636,640,212728,0.162,1,"ns"
"eigenv","Dfc","EF",636,348,98160,0.003,0.232,"ns"
"eigenv","Dfc","ET",636,536,160518,0.085,1,"ns"
"eigenv","Dwb","Dwc",608,640,192910,0.795,1,"ns"
"eigenv","Dwb","EF",608,348,88502,2.57e-05,0.002,"**"
"eigenv","Dwb","ET",608,536,144275,0.000814,0.064,"ns"
"eigenv","Dwc","EF",640,348,94535,8.6e-05,0.008,"**"
"eigenv","Dwc","ET",640,536,153983,0.002,0.182,"ns"
"eigenv","EF","ET",348,536,99317,0.103,1,"ns"
